freq,tra_type,c_unload,nst07,unit,geo\TIME_PERIOD	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,HIRE,DK,TOTAL,THS_T,LV	: u	: u	: u	: u	: u	40 	: u	85 	: u	29 	49 	: u	62 	: u	: u
A,HIRE,DK,TOTAL,THS_T,NL	705 	563 	646 	510 	531 	666 	535 	619 	491 	519 	463 	526 	585 	628 	535 
A,HIRE,DK,TOTAL,THS_T,NO	171 	199 	190 	178 	189 	157 	198 	120 	: u	: u	57 	114 	55 	126 	156 
A,HIRE,DK,TOTAL,THS_T,PL	694 	609 	790 	728 	855 	861 	1175 	1019 	1703 	1762 	1493 	1642 	1810 	1108 	1967 
A,HIRE,DK,TOTAL,THS_T,PT	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,HIRE,DK,TOTAL,THS_T,RO	: 	: 	: u	: u	: u	33 	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,HIRE,DK,TOTAL,THS_T,SE	134 	172 	177 	162 	92 	162 	178 	189 	103 	158 	300 	127 	178 	312 	239 
A,HIRE,DK,TOTAL,THS_T,SI	: u	41 	17 	30 	42 	27 	29 	33 	31 	39 	43 	37 	63 	: u	46 
A,HIRE,DK,TOTAL,THS_T,SK	106 	: u	: u	65 	: u	86 	: u	: u	72 	: u	: u	48 	: u	95 	: u
A,HIRE,DK,TOTAL,THS_T,UK	: u	13 	8 	11 	: u	: u	: u	: u	: u	: u	17 	7 	: 	: 	: 
A,HIRE,DZ,GT04,THS_T,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,HIRE,DZ,TOTAL,THS_T,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,HIRE,EE,GT01,THS_T,DK	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EE,GT01,THS_T,LT	36 	: u	: u	47 	28 	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,HIRE,EE,GT01,THS_T,LV	106 	57 	92 	274 	68 	135 	102 	95 	378 	210 	173 	124 	252 	162 	268 
A,HIRE,EE,GT01,THS_T,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,HIRE,EE,GT01,THS_T,NO	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EE,GT01,THS_T,PL	: 	: u	: u	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: u	: u
A,HIRE,EE,GT02,THS_T,LT	: 	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: u	: u	: 
A,HIRE,EE,GT02,THS_T,LV	: 	: u	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EE,GT03,THS_T,LT	: u	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: u	: u	: u
A,HIRE,EE,GT03,THS_T,LV	: u	: 	: u	: 	: u	: 	: u	: u	: u	: u	: u	: 	: 	: 	: u
A,HIRE,EE,GT04,THS_T,BE	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,HIRE,EE,GT04,THS_T,DK	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EE,GT04,THS_T,FI	: u	: u	: u	: 	: u	: u	: u	: u	: 	: 	: u	: 	: 	: 	: u
A,HIRE,EE,GT04,THS_T,HU	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EE,GT04,THS_T,LT	: u	35 	35 	42 	: u	71 	48 	59 	123 	59 	151 	71 	60 	200 	: u
A,HIRE,EE,GT04,THS_T,LV	62 	71 	164 	251 	44 	126 	130 	137 	123 	152 	195 	164 	275 	200 	572 
A,HIRE,EE,GT04,THS_T,PL	: u	: u	: 	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,HIRE,EE,GT04,THS_T,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,HIRE,EE,GT04,THS_T,SK	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EE,GT05,THS_T,CZ	: u	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EE,GT05,THS_T,DK	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EE,GT05,THS_T,FI	: u	: u	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 
A,HIRE,EE,GT05,THS_T,HR	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EE,GT05,THS_T,HU	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EE,GT05,THS_T,LT	: 	: 	: 	: 	: u	: 	: 	: 	: 	: u	: u	: 	: 	: u	: u
A,HIRE,EE,GT05,THS_T,LV	: 	: 	: 	: 	: u	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 
A,HIRE,EE,GT05,THS_T,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,HIRE,EE,GT06,THS_T,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,HIRE,EE,GT06,THS_T,LT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,HIRE,EE,GT06,THS_T,LV	75 	107 	84 	218 	127 	132 	91 	92 	172 	143 	179 	158 	198 	169 	185 
A,HIRE,EE,GT06,THS_T,PL	: u	: u	: 	: u	: 	: 	: u	: u	: 	: 	: 	: u	: u	: u	: u
A,HIRE,EE,GT07,THS_T,FI	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,HIRE,EE,GT07,THS_T,LT	: u	: u	: 	: u	: u	: 	: u	: 	: u	: u	: u	: 	: 	: 	: 
A,HIRE,EE,GT07,THS_T,LV	: u	: u	: u	: u	: u	: u	: 	: u	30 	: u	30 	48 	: u	: u	32 
A,HIRE,EE,GT07,THS_T,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,HIRE,EE,GT08,THS_T,FI	: u	: u	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,HIRE,EE,GT08,THS_T,HU	: 	: u	: 	: 	: 	: u	: 	: 	: u	: u	: u	: 	: 	: 	: 
A,HIRE,EE,GT08,THS_T,LT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	28 	20 	24 	: u
A,HIRE,EE,GT08,THS_T,LV	: u	: u	: u	: u	: u	: u	: u	41 	: u	25 	: u	: u	27 	46 	: u
A,HIRE,EE,GT08,THS_T,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,HIRE,EE,GT08,THS_T,PL	: u	: 	: u	: u	: u	: 	: 	: u	: u	: 	: u	: u	: 	: u	: u
A,HIRE,EE,GT08,THS_T,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,HIRE,EE,GT08,THS_T,SI	: u	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,HIRE,EE,GT09,THS_T,CZ	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,HIRE,EE,GT09,THS_T,HU	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,HIRE,EE,GT09,THS_T,LT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	31 
A,HIRE,EE,GT09,THS_T,LV	51 	: u	44 	: u	118 	54 	195 	192 	89 	196 	190 	251 	269 	360 	92 
A,HIRE,EE,GT09,THS_T,PL	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,HIRE,EE,GT09,THS_T,SI	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EE,GT10,THS_T,CZ	: u	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EE,GT10,THS_T,DE	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EE,GT10,THS_T,FI	: u	35 	: u	: u	: u	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 
A,HIRE,EE,GT10,THS_T,HR	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EE,GT10,THS_T,HU	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 	: 	: 	: 
A,HIRE,EE,GT10,THS_T,LT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,HIRE,EE,GT10,THS_T,LV	47 	: u	: u	: u	: u	: u	55 	36 	82 	66 	139 	64 	51 	70 	49 
A,HIRE,EE,GT10,THS_T,PL	: u	: u	: u	: 	: u	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u
A,HIRE,EE,GT10,THS_T,SE	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EE,GT11,THS_T,DE	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EE,GT11,THS_T,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,HIRE,EE,GT11,THS_T,FI	: u	: 	: u	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 
A,HIRE,EE,GT11,THS_T,HU	: u	: u	: 	: u	: 	: 	: u	: u	: u	: u	: u	: u	: 	: u	: 
A,HIRE,EE,GT11,THS_T,LT	: u	: u	: 	: 	: u	: u	: 	: u	: u	: u	: u	: 	: u	: u	: u
A,HIRE,EE,GT11,THS_T,LV	: u	: u	14 	: u	: u	: u	: u	: u	16 	18 	: u	: u	: u	: u	: u
A,HIRE,EE,GT11,THS_T,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,HIRE,EE,GT11,THS_T,PL	: u	: 	: u	: u	: 	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u
A,HIRE,EE,GT11,THS_T,RO	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EE,GT12,THS_T,DE	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EE,GT12,THS_T,LT	: u	: 	: 	: u	: 	: 	: 	: u	: u	: u	: 	: 	: u	: u	: u
A,HIRE,EE,GT12,THS_T,LV	: u	: 	: u	: u	: 	: u	: 	: 	: 	: u	6 	: u	4 	33 	: u
A,HIRE,EE,GT12,THS_T,PL	: u	: u	: 	: 	: u	: u	: u	: u	: 	: 	: 	: u	: u	: u	: 
A,HIRE,EE,GT13,THS_T,DE	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EE,GT13,THS_T,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 
A,HIRE,EE,GT13,THS_T,LT	: u	: 	: u	: u	: u	: u	25 	: u	: u	: u	: u	: u	: u	: u	: u
A,HIRE,EE,GT13,THS_T,LV	: u	: u	: u	: 	: u	: u	: u	: 	13 	: u	: u	: u	: u	76 	: u
A,HIRE,EE,GT13,THS_T,PL	: u	: 	: u	: 	: u	: u	: u	: 	: u	: u	: 	: u	: u	: 	: u
A,HIRE,EE,GT13,THS_T,SI	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EE,GT14,THS_T,FI	: u	: 	: 	: 	: u	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,HIRE,EE,GT14,THS_T,LT	: u	: u	: 	: 	: u	: 	: 	: u	: u	: 	: 	: 	: u	: 	: 
A,HIRE,EE,GT14,THS_T,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 
A,HIRE,EE,GT15,THS_T,LT	: 	: 	: 	: u	: 	: 	: u	: 	: u	: u	: u	: u	: 	: u	: u
A,HIRE,EE,GT15,THS_T,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	26 	: 	: u	: u	: u
A,HIRE,EE,GT15,THS_T,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,HIRE,EE,GT16,THS_T,CZ	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EE,GT16,THS_T,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,HIRE,EE,GT16,THS_T,FI	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 
A,HIRE,EE,GT16,THS_T,LT	: u	: u	: u	: 	: u	: u	: 	: u	: u	: u	: 	: 	: 	: u	: 
A,HIRE,EE,GT16,THS_T,LV	: u	: u	10 	: 	: u	: u	28 	: u	8 	8 	12 	: u	21 	: u	17 
A,HIRE,EE,GT16,THS_T,PL	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,HIRE,EE,GT16,THS_T,SK	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EE,GT17,THS_T,LT	: 	: 	: u	: u	: 	: u	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,HIRE,EE,GT17,THS_T,LV	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EE,GT18,THS_T,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,HIRE,EE,GT18,THS_T,DE	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EE,GT18,THS_T,FI	: u	: 	: u	: 	: 	: 	: u	: 	: 	: u	: 	: 	: 	: 	: u
A,HIRE,EE,GT18,THS_T,HU	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EE,GT18,THS_T,LT	: u	33 	37 	37 	95 	: u	55 	65 	128 	101 	139 	96 	161 	121 	126 
A,HIRE,EE,GT18,THS_T,LV	33 	10 	: u	: u	: u	: u	: u	90 	46 	46 	62 	73 	41 	66 	140 
A,HIRE,EE,GT18,THS_T,NL	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EE,GT18,THS_T,PL	: 	: 	: 	: u	: 	: 	: u	: 	: 	: 	: u	: 	: 	: 	: u
A,HIRE,EE,GT18,THS_T,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,HIRE,EE,GT18,THS_T,SE	: 	: u	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 	: 
A,HIRE,EE,GT18,THS_T,SI	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EE,GT19,THS_T,LV	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 	: 	: u	: 	: 	: 
A,HIRE,EE,GT19,THS_T,PL	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EE,GT19,THS_T,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,HIRE,EE,GT20,THS_T,HU	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: u	: 	: 	: 
A,HIRE,EE,GT20,THS_T,PL	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u	: u	: 	: u	: u
A,HIRE,EE,TOTAL,THS_T,BE	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,HIRE,EE,TOTAL,THS_T,CZ	: u	: 	: 	: 	: u	: u	: u	: 	: 	: 	: 	: 	: u	: u	: u
A,HIRE,EE,TOTAL,THS_T,DE	: u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,HIRE,EE,TOTAL,THS_T,DK	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,HIRE,EE,TOTAL,THS_T,FI	46 	46 	32 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,HIRE,EE,TOTAL,THS_T,HR	: 	: 	: 	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EE,TOTAL,THS_T,HU	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: 
A,HIRE,EE,TOTAL,THS_T,LT	115 	142 	135 	188 	238 	222 	224 	252 	442 	310 	440 	287 	336 	416 	330 
A,HIRE,EE,TOTAL,THS_T,LV	509 	427 	510 	867 	482 	549 	714 	729 	994 	910 	1073 	981 	1178 	1231 	1424 
A,HIRE,EE,TOTAL,THS_T,NL	: 	: 	: 	: 	: u	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 
A,HIRE,EE,TOTAL,THS_T,NO	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EE,TOTAL,THS_T,PL	211 	126 	178 	170 	181 	268 	177 	312 	253 	90 	362 	199 	419 	382 	423 
A,HIRE,EE,TOTAL,THS_T,RO	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,HIRE,EE,TOTAL,THS_T,SE	: 	: u	: 	: 	: u	: 	: 	: 	: 	: u	: u	: u	: 	: 	: u
A,HIRE,EE,TOTAL,THS_T,SI	: u	: u	: 	: u	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: u
A,HIRE,EE,TOTAL,THS_T,SK	: u	: 	: u	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EG,GT08,THS_T,CY	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EG,TOTAL,THS_T,CY	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EH,GT01,THS_T,ES	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EH,GT04,THS_T,ES	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EH,GT05,THS_T,ES	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EH,GT08,THS_T,ES	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EH,GT10,THS_T,ES	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EH,GT12,THS_T,ES	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EH,GT17,THS_T,ES	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EH,TOTAL,THS_T,ES	: 	: 	: 	84 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EL,GT01,THS_T,AT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: 	: 
A,HIRE,EL,GT01,THS_T,BE	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EL,GT01,THS_T,BG	: u	: u	178 	138 	326 	362 	504 	241 	607 	168 	260 	258 	547 	228 	184 
A,HIRE,EL,GT01,THS_T,CY	2 	5 	4 	5 	2 	2 	2 	2 	2 	2 	3 	4 	1 	0 	1 
A,HIRE,EL,GT01,THS_T,CZ	: u	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EL,GT01,THS_T,DE	: 	: u	: u	: 	: u	: u	: 	: u	: 	: 	: 	: u	: 	: u	: 
A,HIRE,EL,GT01,THS_T,DK	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EL,GT01,THS_T,EL	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EL,GT01,THS_T,ES	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EL,GT01,THS_T,FR	: u	: u	: u	: u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EL,GT01,THS_T,HR	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EL,GT01,THS_T,HU	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	: 	: u	: 	: 	: 
A,HIRE,EL,GT01,THS_T,IT	: u	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: u	: u	: 
A,HIRE,EL,GT01,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 
A,HIRE,EL,GT01,THS_T,NL	16 	: u	: u	9 	: u	: 	: 	: 	: u	: u	: 	: 	: 	: u	: 
A,HIRE,EL,GT01,THS_T,NO	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EL,GT01,THS_T,PL	: u	: u	: u	: u	: 	: u	: 	: u	: u	: 	: u	: u	: u	: u	: u
A,HIRE,EL,GT01,THS_T,RO	: 	: u	: u	: u	: 	: 	: u	: u	: u	: u	: 	: 	: 	: u	: u
A,HIRE,EL,GT01,THS_T,SE	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EL,GT01,THS_T,SI	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EL,GT02,THS_T,BG	: 	: u	: 	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: u
A,HIRE,EL,GT02,THS_T,IT	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EL,GT02,THS_T,PL	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EL,GT03,THS_T,BG	: u	: u	: u	: 	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u	320 
A,HIRE,EL,GT03,THS_T,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,HIRE,EL,GT03,THS_T,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,HIRE,EL,GT03,THS_T,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,HIRE,EL,GT03,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 
A,HIRE,EL,GT03,THS_T,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,HIRE,EL,GT03,THS_T,RO	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EL,GT03,THS_T,SK	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EL,GT04,THS_T,AT	37 	: u	: 	: 	: 	: 	: 	: 	: u	: 	: 	: u	: 	: u	16 
A,HIRE,EL,GT04,THS_T,BE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,HIRE,EL,GT04,THS_T,BG	: u	: u	: u	: u	189 	: u	257 	196 	387 	306 	308 	: u	376 	283 	146 
A,HIRE,EL,GT04,THS_T,CH	: u	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EL,GT04,THS_T,CY	2 	3 	4 	3 	1 	2 	1 	1 	1 	1 	1 	1 	1 	1 	0 
A,HIRE,EL,GT04,THS_T,CZ	: 	: u	: u	: u	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EL,GT04,THS_T,DE	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u	: 	: u	: u	: u
A,HIRE,EL,GT04,THS_T,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,HIRE,EL,GT04,THS_T,ES	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,HIRE,EL,GT04,THS_T,FR	: 	: u	: 	: u	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EL,GT04,THS_T,HR	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: u	: u	: 
A,HIRE,EL,GT04,THS_T,HU	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	30 	25 
A,HIRE,EL,GT04,THS_T,IE	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EL,GT04,THS_T,IT	: u	: u	: 	: 	: 	: u	: 	: u	: u	: 	: u	: 	: u	: u	: 
A,HIRE,EL,GT04,THS_T,LT	: u	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: u	: u	: u	: 
A,HIRE,EL,GT04,THS_T,LV	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EL,GT04,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,HIRE,EL,GT04,THS_T,NL	: 	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	: 	: u	: 
A,HIRE,EL,GT04,THS_T,NO	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EL,GT04,THS_T,PL	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,HIRE,EL,GT04,THS_T,RO	: 	: u	: u	: u	: u	: u	: u	: u	: u	58 	76 	: u	48 	81 	69 
A,HIRE,EL,GT04,THS_T,SE	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EL,GT04,THS_T,SI	: 	: 	: 	: 	: 	: u	: 	: u	: u	: 	: u	: 	: 	: u	: 
A,HIRE,EL,GT04,THS_T,UK	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EL,GT05,THS_T,BG	: u	: u	: u	: u	: 	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u
A,HIRE,EL,GT05,THS_T,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,HIRE,EL,GT05,THS_T,DE	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EL,GT05,THS_T,ES	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,HIRE,EL,GT05,THS_T,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
