freq,tra_type,c_load,nst07,unit,geo\TIME_PERIOD	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,HIRE,EU27_2020,GT01,THS_T,CH	642 	403 	542 	371 	319 	614 	368 	421 	473 	361 	328 	566 	802 	584 	575 
A,HIRE,EU27_2020,GT01,THS_T,CY	4 	9 	9 	13 	9 	8 	5 	5 	7 	8 	7 	6 	4 	6 	12 
A,HIRE,EU27_2020,GT01,THS_T,CZ	1335 	1588 	1954 	1642 	1851 	1474 	1812 	1948 	1271 	1197 	829 	439 	1034 	1084 	1169 
A,HIRE,EU27_2020,GT01,THS_T,DE	3308 	3117 	3683 	3072 	2793 	3128 	2790 	3306 	3133 	2870 	2858 	2423 	2302 	2373 	2411 
A,HIRE,EU27_2020,GT01,THS_T,DK	332 	238 	272 	298 	211 	147 	172 	209 	158 	174 	291 	105 	258 	190 	191 
A,HIRE,EU27_2020,GT01,THS_T,EE	109 	74 	85 	157 	49 	96 	67 	48 	88 	74 	91 	136 	86 	64 	99 
A,HIRE,EU27_2020,GT01,THS_T,EL	63 	64 	138 	120 	169 	123 	123 	112 	128 	493 	593 	383 	306 	120 	: u
A,HIRE,EU27_2020,GT01,THS_T,ES	4640 	4260 	4367 	4146 	4330 	4429 	3975 	4717 	5100 	5366 	5868 	5347 	5692 	5078 	6420 
A,HIRE,EU27_2020,GT01,THS_T,FI	216 	182 	236 	: u	: u	: u	: u	: u	: u	121 	: u	: u	: u	: u	: u
A,HIRE,EU27_2020,GT01,THS_T,FR	1244 	1355 	1358 	1288 	954 	1044 	956 	798 	911 	983 	1549 	1366 	1052 	1144 	1170 
A,HIRE,EU27_2020,GT01,THS_T,HR	304 	211 	212 	195 	131 	193 	336 	330 	331 	212 	237 	385 	311 	267 	193 
A,HIRE,EU27_2020,GT01,THS_T,HU	529 	583 	795 	1144 	966 	712 	929 	991 	1111 	1016 	836 	924 	852 	1003 	1189 
A,HIRE,EU27_2020,GT01,THS_T,IE	83 	58 	50 	72 	45 	57 	50 	26 	37 	41 	: u	35 	66 	45 	45 
A,HIRE,EU27_2020,GT01,THS_T,IT	1652 	1751 	2160 	1452 	1320 	1272 	1141 	1333 	1439 	1460 	1300 	1204 	1271 	865 	1140 
A,HIRE,EU27_2020,GT01,THS_T,LI	: u	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EU27_2020,GT01,THS_T,LT	205 	259 	186 	255 	338 	323 	306 	421 	280 	379 	244 	305 	258 	251 	483 
A,HIRE,EU27_2020,GT01,THS_T,LU	32 	54 	74 	83 	82 	78 	32 	9 	17 	36 	19 	51 	60 	42 	94 
A,HIRE,EU27_2020,GT01,THS_T,LV	80 	136 	116 	124 	212 	339 	401 	448 	418 	437 	343 	266 	310 	287 	353 
A,HIRE,EU27_2020,GT01,THS_T,ME	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u	: 	: u	: 
A,HIRE,EU27_2020,GT01,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 
A,HIRE,EU27_2020,GT01,THS_T,NL	2807 	3003 	4415 	4370 	4022 	3881 	3745 	3492 	3874 	4466 	4111 	4034 	3899 	4746 	3628 
A,HIRE,EU27_2020,GT01,THS_T,NO	314 	232 	408 	260 	312 	179 	171 	148 	167 	216 	198 	134 	247 	110 	159 
A,HIRE,EU27_2020,GT01,THS_T,PL	1978 	2269 	3043 	2472 	3441 	3192 	3282 	3734 	4360 	4424 	3401 	3015 	4394 	4644 	4070 
A,HIRE,EU27_2020,GT01,THS_T,PT	962 	943 	702 	1055 	677 	834 	1141 	1004 	982 	634 	923 	768 	543 	801 	998 
A,HIRE,EU27_2020,GT01,THS_T,RO	527 	106 	91 	115 	155 	137 	156 	155 	212 	224 	260 	208 	164 	209 	162 
A,HIRE,EU27_2020,GT01,THS_T,SE	152 	54 	59 	212 	87 	208 	85 	: u	76 	197 	191 	: u	: u	: u	: u
A,HIRE,EU27_2020,GT01,THS_T,SI	459 	407 	729 	746 	809 	600 	610 	749 	572 	782 	787 	762 	1099 	930 	1042 
A,HIRE,EU27_2020,GT01,THS_T,SK	446 	391 	711 	650 	745 	559 	698 	535 	849 	419 	765 	1238 	1126 	717 	940 
A,HIRE,EU27_2020,GT01,THS_T,UK	844 	761 	609 	582 	802 	793 	788 	408 	477 	449 	411 	517 	: 	: 	: 
A,HIRE,EU27_2020,GT02,THS_T,AT	: u	: u	54 	38 	71 	135 	96 	: u	79 	52 	40 	48 	: u	57 	: u
A,HIRE,EU27_2020,GT02,THS_T,BE	50 	: u	104 	52 	60 	91 	: u	: u	: 	: u	: u	: u	: 	: 	: u
A,HIRE,EU27_2020,GT02,THS_T,BG	: 	: 	: 	: u	: 	: 	: 	: 	: u	: 	: 	: u	: 	: u	: u
A,HIRE,EU27_2020,GT02,THS_T,CH	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: u	: 	: 	: 	: 
A,HIRE,EU27_2020,GT02,THS_T,CZ	111 	105 	248 	193 	151 	78 	106 	: u	: u	155 	186 	: u	: u	73 	46 
A,HIRE,EU27_2020,GT02,THS_T,DE	131 	162 	122 	: u	69 	: u	167 	111 	78 	169 	107 	114 	83 	183 	142 
A,HIRE,EU27_2020,GT02,THS_T,DK	: 	: 	: u	: 	: 	: u	: 	: 	: u	: u	: 	: 	: 	: 	: 
A,HIRE,EU27_2020,GT02,THS_T,EE	: u	: u	: 	: u	: 	: 	: 	: u	: 	: u	: 	: 	: 	: u	: 
A,HIRE,EU27_2020,GT02,THS_T,ES	: 	: u	: u	: u	: 	: 	: 	: 	: 	: u	: u	: 	: 	: u	: 
A,HIRE,EU27_2020,GT02,THS_T,FR	261 	234 	287 	256 	189 	351 	184 	114 	124 	: u	124 	46 	62 	109 	160 
A,HIRE,EU27_2020,GT02,THS_T,HR	: u	: u	: 	: u	: u	: u	: u	: u	: u	71 	: u	73 	155 	116 	100 
A,HIRE,EU27_2020,GT02,THS_T,HU	: u	: u	: u	38 	66 	36 	48 	373 	54 	76 	332 	89 	422 	416 	335 
A,HIRE,EU27_2020,GT02,THS_T,IT	: u	: u	: u	: 	: u	: u	143 	: u	: u	200 	213 	152 	255 	115 	224 
A,HIRE,EU27_2020,GT02,THS_T,LT	3 	17 	17 	17 	18 	17 	12 	9 	: u	19 	46 	24 	: u	: u	110 
A,HIRE,EU27_2020,GT02,THS_T,LU	278 	647 	669 	397 	235 	196 	41 	19 	: u	28 	15 	35 	: u	21 	21 
A,HIRE,EU27_2020,GT02,THS_T,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,HIRE,EU27_2020,GT02,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,HIRE,EU27_2020,GT02,THS_T,NL	57 	: u	98 	: u	49 	: u	: u	: u	: u	: 	: u	: u	: 	: u	54 
A,HIRE,EU27_2020,GT02,THS_T,NO	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 	: 
A,HIRE,EU27_2020,GT02,THS_T,PL	171 	209 	277 	453 	407 	633 	299 	125 	674 	434 	: u	247 	334 	: u	434 
A,HIRE,EU27_2020,GT02,THS_T,PT	: 	: 	: u	: 	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: u
A,HIRE,EU27_2020,GT02,THS_T,RO	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,HIRE,EU27_2020,GT02,THS_T,SE	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 	: u
A,HIRE,EU27_2020,GT02,THS_T,SI	: u	: u	: u	: u	: u	: u	11 	: u	: 	20 	: u	: 	: 	: 	71 
A,HIRE,EU27_2020,GT02,THS_T,SK	132 	97 	: u	: u	: 	: u	: u	: 	: 	: u	: u	: u	: 	: u	: u
A,HIRE,EU27_2020,GT02,THS_T,UK	: u	100 	: u	357 	: u	: u	: u	: 	: u	: u	: u	: u	: 	: 	: 
A,HIRE,EU27_2020,GT03,THS_T,AT	1101 	1063 	576 	755 	783 	679 	498 	667 	779 	626 	1256 	766 	778 	1027 	684 
A,HIRE,EU27_2020,GT03,THS_T,BE	2330 	1999 	1770 	1948 	1728 	1991 	1999 	2925 	2177 	2504 	1876 	2011 	2267 	2646 	2052 
A,HIRE,EU27_2020,GT03,THS_T,BG	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	207 	381 
A,HIRE,EU27_2020,GT03,THS_T,CH	1171 	741 	657 	1929 	1081 	1012 	505 	1154 	469 	1055 	776 	1673 	1495 	938 	3097 
A,HIRE,EU27_2020,GT03,THS_T,CZ	769 	744 	793 	1227 	767 	1072 	1338 	1166 	673 	919 	646 	444 	630 	550 	740 
A,HIRE,EU27_2020,GT03,THS_T,DE	2319 	2286 	2552 	2408 	2060 	2639 	2137 	1769 	2954 	2857 	3075 	2828 	2506 	3123 	2472 
A,HIRE,EU27_2020,GT03,THS_T,DK	62 	56 	93 	63 	255 	87 	79 	88 	55 	49 	: u	37 	: u	: u	65 
A,HIRE,EU27_2020,GT03,THS_T,EE	: u	: u	: u	49 	: u	: u	70 	: u	: u	93 	43 	: u	: u	: u	55 
A,HIRE,EU27_2020,GT03,THS_T,EL	: u	: u	: 	: 	: 	: 	: u	: u	: u	: 	: u	: u	: 	: 	: 
A,HIRE,EU27_2020,GT03,THS_T,ES	619 	285 	562 	473 	511 	338 	671 	478 	802 	683 	687 	648 	606 	1036 	1024 
A,HIRE,EU27_2020,GT03,THS_T,FI	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 
A,HIRE,EU27_2020,GT03,THS_T,FR	4011 	3966 	3702 	4218 	4151 	4249 	3802 	3748 	3049 	2173 	4322 	3473 	3334 	3287 	3638 
A,HIRE,EU27_2020,GT03,THS_T,HR	115 	138 	111 	79 	107 	97 	130 	53 	130 	166 	159 	226 	325 	108 	329 
A,HIRE,EU27_2020,GT03,THS_T,HU	203 	197 	529 	646 	522 	364 	561 	1033 	474 	522 	377 	489 	338 	567 	264 
A,HIRE,EU27_2020,GT03,THS_T,IT	403 	255 	315 	: u	326 	218 	177 	197 	157 	: u	398 	144 	335 	316 	154 
A,HIRE,EU27_2020,GT03,THS_T,LI	25 	20 	17 	28 	15 	15 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EU27_2020,GT03,THS_T,LT	47 	47 	114 	86 	93 	190 	282 	214 	160 	367 	558 	217 	434 	110 	207 
A,HIRE,EU27_2020,GT03,THS_T,LU	1339 	1422 	2136 	1901 	1946 	1479 	1140 	900 	1276 	1181 	1097 	1427 	725 	1278 	1593 
A,HIRE,EU27_2020,GT03,THS_T,LV	341 	: u	47 	94 	172 	125 	: u	93 	50 	56 	: u	287 	116 	61 	128 
A,HIRE,EU27_2020,GT03,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 
A,HIRE,EU27_2020,GT03,THS_T,NL	7771 	7002 	6125 	7195 	6442 	3533 	5066 	4522 	5236 	5483 	3913 	4267 	5425 	4993 	3832 
A,HIRE,EU27_2020,GT03,THS_T,NO	257 	68 	124 	155 	65 	44 	76 	106 	: u	: u	: u	: u	: u	18 	: u
A,HIRE,EU27_2020,GT03,THS_T,PL	971 	2078 	1140 	1794 	2088 	2758 	1901 	2309 	1932 	2065 	3092 	2578 	2256 	3029 	2765 
A,HIRE,EU27_2020,GT03,THS_T,PT	490 	395 	115 	183 	: u	189 	368 	331 	234 	192 	253 	167 	149 	212 	306 
A,HIRE,EU27_2020,GT03,THS_T,RO	: u	: u	: u	: u	44 	55 	: u	65 	: u	: u	: u	: u	: u	: u	: u
A,HIRE,EU27_2020,GT03,THS_T,SE	: u	: u	: u	: u	: u	47 	: u	: u	: u	: u	: u	: u	: u	: 	: 
A,HIRE,EU27_2020,GT03,THS_T,SI	1072 	446 	478 	471 	343 	342 	308 	434 	436 	564 	521 	457 	254 	828 	487 
A,HIRE,EU27_2020,GT03,THS_T,SK	1021 	1012 	686 	674 	564 	386 	596 	371 	763 	1374 	688 	630 	440 	1097 	779 
A,HIRE,EU27_2020,GT03,THS_T,UK	133 	90 	63 	161 	224 	272 	380 	326 	220 	351 	309 	239 	: 	: 	: 
A,HIRE,EU27_2020,GT04,THS_T,AT	889 	728 	747 	634 	560 	474 	412 	384 	421 	393 	331 	460 	434 	502 	546 
A,HIRE,EU27_2020,GT04,THS_T,BE	3159 	3272 	3574 	3053 	2948 	3167 	2820 	2848 	2493 	2747 	2762 	2292 	2863 	3034 	2088 
A,HIRE,EU27_2020,GT04,THS_T,BG	115 	230 	259 	414 	389 	445 	510 	610 	764 	412 	541 	289 	400 	931 	606 
A,HIRE,EU27_2020,GT04,THS_T,CH	531 	469 	642 	791 	542 	755 	370 	371 	505 	431 	422 	491 	256 	263 	359 
A,HIRE,EU27_2020,GT04,THS_T,CY	7 	10 	9 	9 	7 	7 	6 	7 	7 	8 	10 	10 	6 	10 	14 
A,HIRE,EU27_2020,GT04,THS_T,CZ	1444 	1458 	1751 	1790 	1711 	2219 	1772 	1894 	1359 	1124 	1101 	778 	1289 	1787 	1938 
A,HIRE,EU27_2020,GT04,THS_T,DE	8336 	7632 	7799 	6927 	6085 	6039 	6056 	5304 	5433 	5684 	5586 	5112 	4947 	4633 	4489 
A,HIRE,EU27_2020,GT04,THS_T,DK	651 	679 	364 	383 	296 	257 	179 	180 	187 	211 	120 	117 	99 	111 	72 
A,HIRE,EU27_2020,GT04,THS_T,EE	98 	142 	129 	119 	127 	146 	148 	125 	106 	88 	85 	77 	129 	102 	119 
A,HIRE,EU27_2020,GT04,THS_T,EL	340 	282 	336 	317 	381 	453 	452 	651 	454 	1657 	1614 	1391 	1045 	437 	445 
A,HIRE,EU27_2020,GT04,THS_T,ES	3786 	3811 	3864 	3845 	4205 	3329 	3798 	3902 	3984 	3832 	4466 	4960 	4316 	5004 	5520 
A,HIRE,EU27_2020,GT04,THS_T,FI	437 	291 	729 	: u	301 	244 	200 	: u	: u	: u	: u	211 	241 	: u	: u
A,HIRE,EU27_2020,GT04,THS_T,FR	2302 	2103 	2024 	1839 	1674 	1681 	1560 	1413 	1338 	1595 	1582 	1760 	1489 	1912 	1602 
A,HIRE,EU27_2020,GT04,THS_T,HR	370 	340 	372 	447 	501 	482 	613 	685 	705 	648 	794 	640 	531 	820 	694 
A,HIRE,EU27_2020,GT04,THS_T,HU	932 	1028 	999 	1294 	1079 	1274 	1087 	1293 	1353 	1363 	1372 	1035 	1030 	1143 	1248 
A,HIRE,EU27_2020,GT04,THS_T,IE	86 	122 	84 	81 	95 	84 	97 	108 	87 	96 	88 	103 	95 	117 	157 
A,HIRE,EU27_2020,GT04,THS_T,IT	2744 	1789 	2929 	1501 	1595 	1653 	1358 	1208 	1026 	1164 	1068 	1547 	1689 	1770 	1812 
A,HIRE,EU27_2020,GT04,THS_T,LI	5 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EU27_2020,GT04,THS_T,LT	384 	347 	418 	419 	626 	629 	530 	528 	719 	802 	487 	719 	653 	574 	581 
A,HIRE,EU27_2020,GT04,THS_T,LU	360 	284 	314 	230 	228 	194 	271 	165 	123 	87 	78 	94 	98 	171 	162 
A,HIRE,EU27_2020,GT04,THS_T,LV	284 	264 	267 	370 	355 	372 	362 	396 	365 	413 	602 	442 	599 	550 	399 
A,HIRE,EU27_2020,GT04,THS_T,ME	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 	: u	: 
A,HIRE,EU27_2020,GT04,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 	: u	: 
A,HIRE,EU27_2020,GT04,THS_T,NL	4628 	4979 	6831 	6833 	6885 	6288 	7335 	6622 	6692 	6828 	7007 	7602 	7032 	7083 	7449 
A,HIRE,EU27_2020,GT04,THS_T,NO	172 	100 	221 	113 	120 	73 	133 	47 	71 	109 	161 	108 	192 	246 	239 
A,HIRE,EU27_2020,GT04,THS_T,PL	2728 	3085 	3671 	4606 	4511 	4961 	5021 	5365 	6082 	7476 	7180 	7051 	7362 	6780 	7694 
A,HIRE,EU27_2020,GT04,THS_T,PT	993 	1740 	1186 	1355 	1031 	1676 	1288 	1260 	1258 	915 	795 	728 	603 	727 	807 
A,HIRE,EU27_2020,GT04,THS_T,RO	681 	270 	435 	307 	433 	525 	431 	622 	751 	764 	892 	605 	662 	859 	883 
A,HIRE,EU27_2020,GT04,THS_T,SE	177 	136 	92 	103 	183 	68 	43 	138 	135 	: u	: u	: u	201 	108 	84 
A,HIRE,EU27_2020,GT04,THS_T,SI	375 	323 	352 	469 	449 	515 	354 	344 	478 	564 	521 	524 	678 	569 	614 
A,HIRE,EU27_2020,GT04,THS_T,SK	507 	528 	632 	744 	609 	461 	709 	820 	698 	885 	556 	708 	610 	772 	801 
A,HIRE,EU27_2020,GT04,THS_T,UK	2026 	1959 	2554 	2232 	1984 	1984 	1677 	1335 	1155 	1125 	2138 	1927 	: 	: 	: 
A,HIRE,EU27_2020,GT05,THS_T,AT	120 	117 	39 	32 	38 	32 	31 	53 	60 	36 	38 	58 	31 	35 	51 
A,HIRE,EU27_2020,GT05,THS_T,BE	157 	124 	120 	104 	173 	101 	90 	135 	79 	: u	: u	: u	85 	: u	106 
A,HIRE,EU27_2020,GT05,THS_T,BG	: u	125 	44 	182 	: u	: u	: u	: u	130 	88 	: u	: u	77 	: u	: u
A,HIRE,EU27_2020,GT05,THS_T,CH	45 	: u	14 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,HIRE,EU27_2020,GT05,THS_T,CY	: u	: u	: u	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 	: 	: 
A,HIRE,EU27_2020,GT05,THS_T,CZ	502 	411 	485 	411 	421 	442 	419 	190 	183 	167 	157 	57 	290 	221 	345 
A,HIRE,EU27_2020,GT05,THS_T,DE	450 	357 	448 	427 	319 	416 	304 	363 	240 	214 	200 	242 	168 	150 	199 
A,HIRE,EU27_2020,GT05,THS_T,DK	21 	19 	49 	: u	29 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,HIRE,EU27_2020,GT05,THS_T,EE	26 	12 	: u	17 	30 	: u	: u	26 	31 	: u	51 	: u	: u	: u	21 
A,HIRE,EU27_2020,GT05,THS_T,EL	73 	45 	35 	: u	42 	54 	51 	: u	: u	: u	: u	: u	: u	: u	: u
A,HIRE,EU27_2020,GT05,THS_T,ES	211 	173 	225 	257 	200 	265 	186 	301 	360 	353 	292 	394 	272 	369 	467 
A,HIRE,EU27_2020,GT05,THS_T,FI	18 	6 	12 	: 	: u	: 	: 	: u	: 	: 	: 	: u	: 	: u	: 
A,HIRE,EU27_2020,GT05,THS_T,FR	134 	155 	118 	62 	57 	140 	121 	52 	128 	71 	66 	63 	63 	102 	81 
A,HIRE,EU27_2020,GT05,THS_T,HR	79 	47 	66 	68 	45 	53 	72 	83 	106 	98 	115 	89 	49 	86 	63 
A,HIRE,EU27_2020,GT05,THS_T,HU	120 	96 	56 	152 	90 	98 	96 	87 	192 	172 	149 	164 	56 	86 	86 
A,HIRE,EU27_2020,GT05,THS_T,IE	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EU27_2020,GT05,THS_T,IT	285 	177 	209 	: u	: u	: u	123 	120 	: u	74 	: u	152 	: u	: u	: u
A,HIRE,EU27_2020,GT05,THS_T,LI	: 	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EU27_2020,GT05,THS_T,LT	38 	: u	35 	32 	25 	30 	37 	: u	: u	63 	34 	77 	29 	: u	43 
A,HIRE,EU27_2020,GT05,THS_T,LU	8 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 
A,HIRE,EU27_2020,GT05,THS_T,LV	18 	20 	: u	: u	23 	: u	: u	6 	28 	: u	: u	: u	16 	: u	: u
A,HIRE,EU27_2020,GT05,THS_T,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,HIRE,EU27_2020,GT05,THS_T,NL	323 	335 	334 	413 	300 	198 	183 	151 	146 	292 	173 	67 	95 	138 	126 
A,HIRE,EU27_2020,GT05,THS_T,NO	: u	: u	: u	: u	: 	: u	: u	: 	: 	: 	: 	: 	: u	: 	: u
A,HIRE,EU27_2020,GT05,THS_T,PL	744 	564 	725 	865 	539 	813 	475 	456 	663 	861 	614 	1010 	443 	894 	778 
A,HIRE,EU27_2020,GT05,THS_T,PT	112 	36 	116 	96 	113 	157 	99 	78 	137 	109 	113 	67 	: u	79 	96 
A,HIRE,EU27_2020,GT05,THS_T,RO	608 	228 	225 	224 	193 	154 	92 	87 	50 	103 	87 	127 	125 	113 	105 
A,HIRE,EU27_2020,GT05,THS_T,SE	: u	: u	: u	: u	: u	: 	: 	: 	: 	: u	: 	: 	: 	: 	: u
A,HIRE,EU27_2020,GT05,THS_T,SI	84 	51 	47 	73 	54 	64 	58 	44 	55 	41 	68 	84 	39 	31 	35 
A,HIRE,EU27_2020,GT05,THS_T,SK	116 	136 	196 	170 	106 	201 	94 	95 	187 	140 	91 	162 	102 	52 	168 
A,HIRE,EU27_2020,GT05,THS_T,UK	71 	74 	54 	50 	28 	63 	42 	27 	11 	73 	45 	48 	: 	: 	: 
A,HIRE,EU27_2020,GT06,THS_T,AT	1335 	1343 	1261 	1177 	929 	889 	934 	850 	1090 	1026 	970 	890 	497 	450 	372 
A,HIRE,EU27_2020,GT06,THS_T,BE	2411 	2018 	2097 	1808 	1809 	1490 	1376 	1193 	1259 	924 	777 	971 	1036 	1047 	651 
A,HIRE,EU27_2020,GT06,THS_T,BG	83 	: u	: u	220 	132 	: u	: u	169 	247 	195 	100 	218 	185 	122 	168 
A,HIRE,EU27_2020,GT06,THS_T,CH	301 	171 	182 	140 	94 	288 	277 	: u	75 	131 	124 	: u	: u	: u	: u
A,HIRE,EU27_2020,GT06,THS_T,CY	: u	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EU27_2020,GT06,THS_T,CZ	1802 	1490 	1892 	1476 	1789 	1827 	1492 	1895 	1313 	979 	968 	586 	1015 	816 	891 
A,HIRE,EU27_2020,GT06,THS_T,DE	3859 	3047 	2949 	3001 	2649 	2491 	2383 	2275 	2006 	1568 	1498 	1483 	1354 	1421 	1119 
A,HIRE,EU27_2020,GT06,THS_T,DK	544 	511 	268 	255 	194 	198 	233 	88 	80 	111 	50 	58 	72 	96 	108 
A,HIRE,EU27_2020,GT06,THS_T,EE	137 	69 	105 	164 	86 	132 	166 	109 	140 	151 	106 	86 	202 	127 	81 
A,HIRE,EU27_2020,GT06,THS_T,EL	45 	50 	41 	28 	: u	66 	: u	: u	33 	142 	283 	: u	: u	: u	: u
A,HIRE,EU27_2020,GT06,THS_T,ES	3309 	3147 	2423 	2729 	2274 	2469 	2302 	2197 	2373 	2405 	2616 	2723 	2453 	2375 	2849 
A,HIRE,EU27_2020,GT06,THS_T,FI	123 	99 	127 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u
A,HIRE,EU27_2020,GT06,THS_T,FR	1212 	1651 	1609 	732 	684 	592 	412 	371 	396 	403 	333 	470 	355 	282 	236 
A,HIRE,EU27_2020,GT06,THS_T,HR	326 	257 	213 	333 	254 	253 	387 	436 	434 	496 	514 	534 	562 	515 	491 
A,HIRE,EU27_2020,GT06,THS_T,HU	486 	538 	607 	623 	769 	645 	650 	698 	813 	844 	787 	734 	593 	662 	802 
A,HIRE,EU27_2020,GT06,THS_T,IE	: 	: u	: u	: u	: 	: u	: 	: 	: 	: u	: 	: 	: 	: 	: u
A,HIRE,EU27_2020,GT06,THS_T,IT	1550 	1270 	1701 	1455 	1029 	1018 	776 	1007 	465 	676 	559 	931 	954 	1312 	797 
A,HIRE,EU27_2020,GT06,THS_T,LI	6 	: u	7 	4 	6 	12 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EU27_2020,GT06,THS_T,LT	202 	142 	157 	199 	187 	256 	343 	318 	386 	383 	322 	245 	276 	297 	189 
A,HIRE,EU27_2020,GT06,THS_T,LU	269 	213 	261 	172 	192 	186 	200 	188 	119 	111 	107 	125 	162 	183 	232 
A,HIRE,EU27_2020,GT06,THS_T,LV	107 	81 	97 	166 	127 	175 	299 	278 	243 	258 	245 	457 	349 	739 	626 
A,HIRE,EU27_2020,GT06,THS_T,ME	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: u	: 	: 
A,HIRE,EU27_2020,GT06,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,HIRE,EU27_2020,GT06,THS_T,NL	3269 	2775 	3077 	3251 	3336 	2696 	3248 	2977 	2417 	2030 	2482 	1862 	2258 	2362 	1784 
A,HIRE,EU27_2020,GT06,THS_T,NO	291 	167 	279 	242 	312 	81 	148 	149 	115 	148 	172 	231 	93 	275 	254 
A,HIRE,EU27_2020,GT06,THS_T,PL	3359 	3569 	4856 	4428 	4420 	4890 	4728 	5177 	5983 	6019 	6145 	6623 	7016 	7736 	7813 
A,HIRE,EU27_2020,GT06,THS_T,PT	623 	632 	519 	620 	584 	697 	681 	551 	612 	689 	607 	491 	542 	497 	583 
A,HIRE,EU27_2020,GT06,THS_T,RO	203 	83 	108 	61 	80 	82 	100 	83 	148 	114 	180 	87 	142 	179 	261 
A,HIRE,EU27_2020,GT06,THS_T,SE	88 	105 	78 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,HIRE,EU27_2020,GT06,THS_T,SI	450 	432 	514 	520 	567 	598 	589 	478 	685 	601 	719 	436 	528 	425 	436 
A,HIRE,EU27_2020,GT06,THS_T,SK	792 	659 	316 	419 	425 	471 	384 	468 	343 	471 	481 	612 	420 	406 	321 
A,HIRE,EU27_2020,GT06,THS_T,UK	336 	317 	331 	323 	211 	215 	104 	205 	169 	176 	65 	178 	: 	: 	: 
A,HIRE,EU27_2020,GT07,THS_T,AT	1907 	1846 	1727 	1786 	1401 	1429 	1414 	1408 	1410 	1674 	1295 	1067 	1032 	1167 	1331 
A,HIRE,EU27_2020,GT07,THS_T,BE	264 	332 	306 	221 	243 	314 	264 	369 	296 	165 	271 	290 	155 	175 	251 
A,HIRE,EU27_2020,GT07,THS_T,BG	: u	: u	: u	: u	: u	490 	: u	356 	: u	: u	: u	: u	309 	371 	722 
A,HIRE,EU27_2020,GT07,THS_T,CH	298 	382 	: u	: u	382 	: u	179 	: u	159 	: u	: u	193 	: u	371 	263 
A,HIRE,EU27_2020,GT07,THS_T,CY	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,HIRE,EU27_2020,GT07,THS_T,CZ	417 	544 	526 	823 	568 	566 	393 	492 	704 	263 	358 	394 	179 	375 	238 
A,HIRE,EU27_2020,GT07,THS_T,DE	904 	879 	764 	1022 	805 	863 	983 	953 	1028 	896 	1114 	818 	625 	763 	623 
A,HIRE,EU27_2020,GT07,THS_T,DK	: u	55 	78 	51 	56 	: u	42 	: u	48 	33 	116 	42 	118 	72 	: u
A,HIRE,EU27_2020,GT07,THS_T,EE	46 	: 	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 
